	100418001	100517001	100717001	100818001	101018001	101117001	101218001	101418001	101517001	101618001	101717001	101818001	101917001	102018001	102117001	102218001	102317001	102418001	102517001	200117001	200217001	200317001	200417001	200617001	200717001	200817001	200917001	201017001	201117001	207118001	207218003	207318001	207418001	207518001	207618001	207718001	207818001	207918001	208018001	400318001	400418001	400518001	400618001	400818001	400918001	401018001	401118001	401218001	401518001	402417001	402517001	402617001	402817001	402917001	403017001	403117001	403717001	403817001	403917001	600117001	600218001	600417001	600517001	600817001	601017001	601217001	601317001	601417001	601517001	601617001	602318001	602418001	602518001	602618001	602718001	602818001	602918001	603018001	603118001	800417001	801017001	801217001	801417001	801817001	802118001	802318001	802518001	802718001	802817001	802918001	803017001	803118001	803217001	803318001	803518001	803718001	803817001	803918001	804017001
aac(3)-Ib	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-Ib-aac(6')-Ib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-Id	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
aac(3)-Ih	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-II_clust	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	391	10	51	7	50	1484	46	4	203	96	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	2	0	2	64	4	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-IIb_1_M97172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-Iva	0	0	0	3	2	0	14	3	0	2	0	0	0	1	0	8	0	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	2	2	2349	390	3087	3488	1684	5140	2461	2922	17	23	0	0	0	1	1	0	0	0	0	16	1	0	0	4	6	1	2	4	1	1	1	10	2	0	27	12	2	185	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	0	0
aac(3)-VIa	1	0	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55	0	84	0	0	109	238	6	1	37	9	0	11	48	0	5	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	45	25	123	0	0	32	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-Xa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
aac(6')_3_EU912537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(6')-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(6')-aph(2'')_1_KF652095	2	0	1	3	1	1	7	6	0	2	1	2	1	0	0	5	0	1	8	1	0	0	0	0	1	0	0	1	0	18	0	5	18	2	10	1	2	0	0	1	3	0	2	2	3	0	2	3	1	0	0	3	4	2	2	4	9	2	3	12	2	17	14	48	16	135	9	36	81	57	1	2	10	5	6	1	2	2	0	0	0	0	0	0	2	7	2	3	1	0	1	6	0	36	2	12	0	2	0
aac(6')-aph(2'')_1_M13771	12	4	0	3	6	0	5	4	0	2	0	3	0	0	0	2	1	0	5	0	2	0	0	0	0	0	3	1	0	35	2	6	13	28	17	1	0	0	3	306	356	396	1156	22	199	641	42	31	58	0	0	1	2	5	1	3	5	4	6	12	6	12	4	23	37	46	11	18	68	16	24	42	25	186	8	22	22	8	5	0	0	0	0	0	5	9	1	21	1	2	0	14	0	29	6	37	0	3	0
aac(6')-Iad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(6')-IIa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(6')-Im	4	1	0	4	1	1	6	2	1	1	0	1	1	2	0	0	1	1	0	3	4	3	4	2	2	1	0	8	4	28	12	1	3	1	5	3	0	0	1	0	6	1	7	5	5	1	4	1	1	20	15	23	21	21	16	41	31	20	9	56	2	15	21	67	26	232	32	71	112	67	5	10	9	3	13	2	12	11	1	0	0	0	0	0	0	7	0	4	1	1	1	5	0	4	1	1	0	1	0
